0.002,0.0201182,-13.4128,0.160713,-0.800799,0.0201182,-13.4128,0.160713,-0.800799,-1.03584e-16,-10.7573,-0.00109418,-0.223718,0.0030651,-11.297,-0.240336,-0.38104,0.0170531,-2.11582,0.401049,-0.419759,0.430206,2.56762,0.322145,0.497347
0.004,-0.162499,-13.3041,0.0672122,-0.851783,-0.162499,-13.3041,0.0672122,-0.851783,-1.03575e-16,-10.7572,-0.00109245,-0.223567,-0.00124902,-11.2881,-0.241066,-0.379593,-0.16125,-2.01596,0.308278,-0.47219,-0.0653125,2.87217,0.169837,0.588549
0.006,0.0529877,-13.3855,0.142474,-0.86883,0.0529877,-13.3855,0.142474,-0.86883,-1.03575e-16,-10.7572,-0.00109245,-0.223567,-0.00198606,-11.2817,-0.241562,-0.379409,0.0549738,-2.10382,0.384037,-0.489421,0.279155,3.41473,0.0654061,0.555088
0.008,-0.560605,-13.4941,0.235981,-0.834744,-0.560605,-13.4941,0.235981,-0.834744,-1.03575e-16,-10.7572,-0.00109245,-0.223567,0.00191801,-11.2771,-0.241534,-0.379354,-0.562523,-2.21701,0.477515,-0.45539,-0.0522066,3.27117,0.142422,0.60659
0.01,0.0201152,-13.5215,0.254137,-0.783718,0.0201152,-13.5215,0.254137,-0.783718,-1.03592e-16,-10.7574,-0.00118328,-0.223671,-0.00241634,-11.0365,-0.248033,-0.38047,0.0225316,-2.48507,0.502171,-0.403248,0.098709,3.24492,0.14378,0.572416
0.012,-0.162502,-13.2227,0.17888,-0.817906,-0.162502,-13.2227,0.17888,-0.817906,7.4457e-18,-10.7572,-0.00118324,-0.223767,-0.00297736,-11.5624,-0.246479,-0.380906,-0.159525,-1.66028,0.425359,-0.437,0.0856016,2.75499,0.247987,0.571838
0.014,-0.162503,-13.3857,-0.00803806,-0.81786,-0.162503,-13.3857,-0.00803806,-0.81786,-1.03584e-16,-10.7573,-0.00109418,-0.223718,0.00145892,-11.2534,-0.238768,-0.381091,-0.163962,-2.1323,0.23073,-0.436768,-0.0918241,3.0687,0.0773692,0.520156
0.016,0.0529841,-13.3855,0.142486,-0.868844,0.0529841,-13.3855,0.142486,-0.868844,-1.03575e-16,-10.7572,-0.00109245,-0.223567,-0.00216922,-11.256,-0.239841,-0.379652,0.0551533,-2.1295,0.382327,-0.489192,0.254856,2.7397,0.15314,0.496768
0.018,-0.345121,-13.277,0.235902,-0.732693,-0.345121,-13.277,0.235902,-0.732693,7.4457e-18,-10.7572,-0.00118324,-0.223767,-0.00272766,-11.4959,-0.246513,-0.381041,-0.342393,-1.78103,0.482415,-0.351653,0.281861,4.03017,0.246064,0.531251
0.02,-0.162505,-13.7931,0.160644,-0.800777,-0.162505,-13.7931,0.160644,-0.800777,-1.03592e-16,-10.7574,-0.00118328,-0.223671,-0.00311313,-10.9694,-0.245605,-0.380738,-0.159392,-2.82364,0.406249,-0.420039,-0.243457,3.59035,0.168449,0.582481
0.022,0.26847,-13.3586,0.0672306,-0.800827,0.26847,-13.3586,0.0672306,-0.800827,-1.03584e-16,-10.7573,-0.00109418,-0.223718,-0.00705835,-11.2788,-0.238797,-0.380916,0.275528,-2.07978,0.306027,-0.419911,0.0603461,2.43061,0.0741869,0.496676
0.024,-0.52774,-13.2228,0.142493,-0.800829,-0.52774,-13.2228,0.142493,-0.800829,-1.03584e-16,-10.7573,-0.00109418,-0.223718,0.0013248,-11.2754,-0.239084,-0.381043,-0.529064,-1.94736,0.381576,-0.419786,0.255328,3.11378,0.15071,0.530767
0.026,-0.162507,-13.2768,0.235912,-0.851863,-0.162507,-13.2768,0.235912,-0.851863,-4.80562e-17,-10.757,-0.00118151,-0.223616,-0.00215228,-11.5078,-0.24622,-0.379593,-0.160355,-1.76908,0.482132,-0.47227,-0.0775463,3.30323,0.139903,0.531292
0.028,-0.377995,-13.5756,0.160744,-0.817728,-0.377995,-13.5756,0.160744,-0.817728,-1.03575e-16,-10.7572,-0.00109245,-0.223567,0.00241068,-11.2055,-0.238819,-0.379358,-0.380406,-2.37013,0.399563,-0.43837,0.240528,3.26776,0.349208,0.531621
0.03,0.235596,-13.4127,-0.0262638,-0.817731,0.235596,-13.4127,-0.0262638,-0.817731,-1.03575e-16,-10.7572,-0.00109245,-0.223567,-0.0010765,-11.2208,-0.239789,-0.379233,0.236673,-2.19189,0.213526,-0.438498,-0.0900196,2.63445,-0.00226805,0.582773
0.032,-0.129638,-13.3041,0.217763,-0.817734,-0.129638,-13.3041,0.217763,-0.817734,-1.03575e-16,-10.7572,-0.00109245,-0.223567,-0.00126938,-11.2322,-0.240478,-0.379187,-0.128369,-2.07194,0.458241,-0.438547,0.434079,3.96965,0.242339,0.549617
0.034,-0.560614,-13.4941,0.235921,-0.817786,-0.560614,-13.4941,0.235921,-0.817786,-4.80562e-17,-10.757,-0.00118151,-0.223616,0.00258286,-11.4796,-0.246814,-0.379282,-0.563197,-2.01447,0.482735,-0.438504,-0.241858,2.60986,0.166453,0.549317
0.036,0.451082,-13.1956,0.160661,-0.766807,0.451082,-13.1956,0.160661,-0.766807,7.4457e-18,-10.7572,-0.00118324,-0.223767,-0.00558783,-11.426,-0.24586,-0.380794,0.45667,-1.76959,0.406521,-0.386013,0.0633826,3.37739,0.270294,0.549518
0.038,-0.312257,-13.5756,-0.0262554,-0.85183,-0.312257,-13.5756,-0.0262554,-0.85183,-1.03575e-16,-10.7572,-0.00109245,-0.223567,-0.00198418,-11.1407,-0.238833,-0.379499,-0.310272,-2.43499,0.212577,-0.472331,0.433965,3.10846,-0.108191,0.607195
0.04,-0.345128,-13.3042,0.40469,-0.817945,-0.345128,-13.3042,0.40469,-0.817945,7.4457e-18,-10.7572,-0.00118324,-0.223767,-0.00189547,-11.4166,-0.245602,-0.381016,-0.343233,-1.88755,0.650292,-0.436929,-0.22924,3.19739,0.120505,0.465163
0.042,-0.378,-13.3855,0.178914,-0.817797,-0.378,-13.3855,0.178914,-0.817797,-4.80562e-17,-10.757,-0.00118151,-0.223616,0.00246469,-11.3773,-0.244488,-0.379727,-0.380465,-2.00816,0.423402,-0.43807,0.251699,3.31991,0.216137,0.641824
0.044,-0.195384,-13.6031,0.178915,-0.817854,-0.195384,-13.6031,0.178915,-0.817854,-1.03592e-16,-10.7574,-0.00118328,-0.223671,0.00316336,-10.8977,-0.243617,-0.380746,-0.198547,-2.70538,0.422532,-0.437109,0.101564,2.59549,0.154014,0.465239
0.046,-0.195385,-13.2227,-0.00800121,-0.817753,-0.195385,-13.2227,-0.00800121,-0.817753,-1.03575e-16,-10.7572,-0.00109245,-0.223567,0.00388674,-11.2098,-0.236849,-0.379565,-0.199272,-2.01287,0.228847,-0.438188,0.278491,3.36079,0.0487536,0.584359
0.048,0.0201019,-13.6031,0.32944,-0.766727,0.0201019,-13.6031,0.32944,-0.766727,-1.03592e-16,-10.7574,-0.00118328,-0.223671,-0.000534079,-10.9932,-0.244452,-0.380645,0.020636,-2.60988,0.573892,-0.386083,-0.0642618,3.49437,0.33258,0.498983
0.05,-0.162516,-13.3315,0.0853283,-0.800868,-0.162516,-13.3315,0.0853283,-0.800868,-4.8073e-17,-10.7573,-0.00127234,-0.22372,0.00261162,-11.2997,-0.24981,-0.380726,-0.165127,-2.03181,0.335138,-0.420142,0.0847588,3.12094,0.0625485,0.584079
0.052,0.0529715,-13.4128,0.16077,-0.85185,0.0529715,-13.4128,0.16077,-0.85185,-1.03575e-16,-10.7572,-0.00109245,-0.223567,-0.000989358,-11.2902,-0.235712,-0.379486,0.0539608,-2.12262,0.396482,-0.472364,-0.0954509,3.35009,0.0450772,0.498924
0.054,-0.129646,-13.4128,0.160773,-0.817764,-0.129646,-13.4128,0.160773,-0.817764,-1.03575e-16,-10.7572,-0.00109245,-0.223567,-0.00126379,-11.2833,-0.237409,-0.379441,-0.128382,-2.1295,0.398182,-0.438323,0.429022,3.09389,0.0294967,0.53339
0.056,-0.345134,-13.4129,0.160773,-0.766786,-0.345134,-13.4129,0.160773,-0.766786,-1.03584e-16,-10.7573,-0.00109418,-0.223718,-0.00131062,-11.2789,-0.238349,-0.380964,-0.343824,-2.13403,0.399123,-0.385821,-0.0503875,2.72529,0.398714,0.584344
0.058,-0.593494,-13.1955,0.160688,-0.851907,-0.593494,-13.1955,0.160688,-0.851907,-4.80562e-17,-10.757,-0.00118151,-0.223616,0.00686108,-11.5102,-0.244859,-0.379793,-0.600355,-1.68524,0.405547,-0.472115,0.103126,2.91036,0.172769,0.607523
0.06,-0.0127735,-13.4671,0.0672747,-0.868905,-0.0127735,-13.4671,0.0672747,-0.868905,-1.03575e-16,-10.7572,-0.00109245,-0.223567,0.00392831,-11.2076,-0.237809,-0.37967,-0.0167018,-2.25946,0.305084,-0.489235,-0.0930385,3.4451,0.0655718,0.522542
0.062,0.0200966,-13.4943,0.236042,-0.83482,0.0200966,-13.4943,0.236042,-0.83482,-1.03575e-16,-10.7572,-0.00109245,-0.223567,0.00388115,-11.2226,-0.238692,-0.37964,0.0162155,-2.27167,0.474733,-0.45518,0.419635,3.15654,0.256647,0.550415
0.064,0.0529669,-13.3041,0.06719,-0.783739,0.0529669,-13.3041,0.06719,-0.783739,-4.80562e-17,-10.757,-0.00118151,-0.223616,-0.00100812,-11.4731,-0.245925,-0.379655,0.053975,-1.83095,0.313115,-0.404084,0.134462,3.36865,0.273461,0.607504
0.066,-0.560626,-13.4944,0.0490345,-0.817932,-0.560626,-13.4944,0.0490345,-0.817932,-1.03584e-16,-10.7573,-0.00109418,-0.223718,0.0026799,-11.1781,-0.238303,-0.381173,-0.563306,-2.31631,0.287337,-0.43676,-0.0584014,3.23664,0.194918,0.573174
0.068,0.235582,-13.413,0.124296,-0.817935,0.235582,-13.413,0.124296,-0.817935,-1.03584e-16,-10.7573,-0.00109418,-0.223718,-0.00140788,-11.2012,-0.239162,-0.381386,0.23699,-2.21181,0.363458,-0.436549,-0.0854101,3.08249,0.0990655,0.515705
0.07,-0.34514,-13.413,0.124298,-0.766805,-0.34514,-13.413,0.124298,-0.766805,-1.03584e-16,-10.7573,-0.00109418,-0.223718,0.00235009,-11.2183,-0.23944,-0.381519,-0.34749,-2.19472,0.363739,-0.385286,0.24362,2.84522,0.161771,0.498076
0.072,-0.162524,-13.3042,0.217807,-0.851878,-0.162524,-13.3042,0.217807,-0.851878,-1.03575e-16,-10.7572,-0.00109245,-0.223567,0.00256006,-11.2302,-0.240001,-0.380037,-0.165084,-2.07405,0.457807,-0.471841,0.106486,2.91801,0.164139,0.532097
0.074,0.0529634,-13.3858,0.142547,-0.766811,0.0529634,-13.3858,0.142547,-0.766811,-1.03584e-16,-10.7573,-0.00109418,-0.223718,-0.00598519,-11.2396,-0.240845,-0.38126,0.0589486,-2.14623,0.383392,-0.385551,0.284749,2.97381,0.165778,0.532176
0.076,-0.345142,-13.3858,0.142549,-0.800902,-0.345142,-13.3858,0.142549,-0.800902,-1.03584e-16,-10.7573,-0.00109418,-0.223718,-0.00290536,-11.2465,-0.241058,-0.381331,-0.342236,-2.13936,0.383607,-0.419571,0.129587,3.49072,0.0618273,0.58365
0.078,-0.378013,-13.4943,0.236058,-0.851886,-0.378013,-13.4943,0.236058,-0.851886,-1.03575e-16,-10.7572,-0.00109245,-0.223567,0.00139406,-11.251,-0.241159,-0.379846,-0.379407,-2.24333,0.477217,-0.47204,-0.230524,3.32915,0.139153,0.555986
0.08,0.0200902,-13.4129,0.1608,-0.868933,0.0200902,-13.4129,0.1608,-0.868933,-1.03575e-16,-10.7572,-0.00109245,-0.223567,-0.00223377,-11.2543,-0.241601,-0.379592,0.022324,-2.15854,0.402401,-0.489341,0.250021,3.28885,0.140841,0.556073
0.082,0.0529605,-13.413,0.1608,-0.783866,0.0529605,-13.413,0.1608,-0.783866,-1.03584e-16,-10.7573,-0.00109418,-0.223718,-0.0067282,-11.2574,-0.241959,-0.380935,0.0596887,-2.15561,0.40276,-0.402932,0.279056,2.78515,0.247142,0.606735
0.084,-0.560632,-13.3044,0.0672979,-0.817958,-0.560632,-13.3044,0.0672979,-0.817958,-1.03584e-16,-10.7573,-0.00109418,-0.223718,0.00130407,-11.2597,-0.241459,-0.381124,-0.561936,-2.04471,0.308757,-0.436834,-0.0534089,3.43184,0.0663266,0.572645
0.086,0.020088,-13.4945,0.236065,-0.81796,0.020088,-13.4945,0.236065,-0.81796,-1.03584e-16,-10.7573,-0.00109418,-0.223718,-0.00194436,-11.2613,-0.241518,-0.381178,0.0220324,-2.2332,0.477583,-0.436782,-0.0793859,2.80981,0.247654,0.521161
