0.002,0.742915,-0.709484,-0.174981,0.640214,0.746187,-0.56391,-0.175031,0.64151,6.5715e-19,-0.215909,-0.000312074,0.0960041,0.00523279,-0.189348,0.00313561,0.260365,0.740955,-0.374562,-0.178167,0.381145,-0.700666,0.874288,0.175699,-0.426035,0,0.0150796,0,0
0.004,-0.342282,-0.589788,-0.0279884,0.602296,0.162194,-0.806014,-0.0997215,0.640215,6.5715e-19,-0.215909,-0.000312074,0.0960041,0.00795218,-0.105892,0.00333991,0.259742,0.154242,-0.700122,-0.103061,0.380472,0.313723,0.669068,0.0326417,-0.351443,0,0.030159,0,0
0.006,-0.341813,0.138727,-0.00548754,0.55295,-0.159665,-0.401983,-0.0279927,0.551262,7.03906e-19,-0.215146,-0.00031588,0.096101,0.00477942,-0.214401,0.00331047,0.258838,-0.164444,-0.187582,-0.0313032,0.292423,0.671673,-0.540423,-0.0124198,-0.356822,0,0.045238,0,0
0.008,0.231481,-0.11865,-0.0698002,0.573791,-0.341813,-0.06979,-0.00548621,0.586991,-1.86638e-19,-0.215524,-0.000314103,0.0960526,0.00493687,-0.00560806,0.00947863,0.258819,-0.34675,-0.064182,-0.0149648,0.328172,-0.474599,0.0962727,0.128541,-0.330363,0,0.0603163,0,0
0.01,-0.293948,-0.0279282,-0.0169948,0.543502,0.0159928,-0.0699876,0.0237024,0.522708,7.03906e-19,-0.215146,-0.00031588,0.096101,0.00763519,-0.0776489,0.00197435,0.25874,0.0083576,0.00766124,0.0217281,0.263967,0.150678,0.0181024,0.19493,-0.372208,0,0.0753938,0,0
0.012,0.186515,0.18916,-0.0361054,0.527277,0.104157,-0.185157,-0.0922529,0.577543,-1.8703e-19,-0.215531,-0.000313851,0.0960526,0.00417462,0.217795,-0.00391898,0.25921,0.0999819,-0.402953,-0.088334,0.318333,-0.0209593,0.0420671,0.0708443,-0.27064,0,0.0904702,0,0
0.014,-0.0223851,0.47375,-0.113063,0.477877,0.00389786,-0.0102898,-0.129609,0.476097,6.5715e-19,-0.215909,-0.000312074,0.0960041,0.00411778,0.511389,0.0038938,0.260144,-0.000219922,-0.521679,-0.133502,0.215953,0.0314929,-0.126977,0.0533747,-0.272236,0,0.105545,0,0
0.016,0.109313,0.666074,0.192252,0.415739,0.193103,0.449118,0.149208,0.4095,6.24262e-19,-0.216446,-0.000310045,0.0958035,0.00386168,0.713531,-0.00258385,0.262538,0.189241,-0.264414,0.151792,0.146962,0.198561,0.0857051,-0.0456722,-0.279523,0,0.120619,0,0
0.018,0.114947,0.494321,0.0247208,0.548966,-0.0733042,0.327643,0.041736,0.535104,5.86822e-19,-0.217058,-0.000306242,0.0958587,0.00361908,0.95806,-0.0013725,0.2631,-0.0769233,-0.630417,0.0431085,0.272005,-0.178426,0.514012,-0.00922673,-0.306233,0,0.135691,0,0
0.02,0.274212,0.787616,0.0419908,0.390324,0.330434,0.412399,-0.0687822,0.463544,5.54325e-19,-0.217589,-0.000304461,0.0956582,0.000823647,0.982056,0.005566,0.265728,0.329611,-0.569657,-0.0743482,0.197816,-0.0715717,0.114153,-0.216899,-0.154133,0,0.150761,0,0
0.022,-0.18699,0.597711,0.00778695,0.448377,-0.123893,0.717541,0.117254,0.373183,-3.59792e-19,-0.218352,-0.000300655,0.0955612,0.00392639,1.05961,0.00485149,0.267559,-0.127819,-0.342065,0.112403,0.105624,0.0608282,0.842098,0.000598818,-0.300666,0,0.165829,0,0
0.024,0.186744,0.565087,0.0186225,0.422261,-0.0043731,0.322897,0.101294,0.482417,-3.83365e-19,-0.218737,-0.000298632,0.0955128,0.00366873,1.05723,-0.00195214,0.268985,-0.00804183,-0.734331,0.103246,0.213433,-0.321921,0.715516,0.15233,-0.177404,0,0.180894,0,0
0.026,-0.305574,0.466682,0.0290305,0.467246,-0.028744,0.247831,-0.0566337,0.473449,-1.28817e-18,-0.219349,-0.00029483,0.095568,0.00626822,1.09418,-0.000792066,0.269215,-0.0350122,-0.846346,-0.0558416,0.204234,0.236938,0.744849,-0.0166861,-0.164648,0,0.195957,0,0
0.028,-0.123628,0.52797,0.1172,0.384124,-0.122957,0.324488,0.122537,0.381825,1.28103e-18,-0.219886,-0.000292808,0.0953674,0.00559742,1.0861,-0.00612743,0.271314,-0.128555,-0.761617,0.128665,0.110511,0.236938,0.744849,-0.0166861,-0.164648,0,0.211017,0,0
0.03,0.0991236,0.384598,0.0883695,0.446109,0.0918595,0.180438,0.041944,0.418116,-5.00449e-19,-0.220649,-0.000289006,0.0952705,0.00221168,1.1108,-0.0042422,0.272514,0.0896478,-0.930363,0.0461862,0.145602,0.215638,0.839599,-0.105774,-0.218038,0,0.226074,0,0
0.032,-0.525427,0.659282,-0.16242,0.521913,-0.514469,0.103617,-0.0986364,0.497297,1.19723e-18,-0.221254,-0.000285434,0.0953256,0.00530041,1.12455,0.00979671,0.27252,-0.519769,-1.02093,-0.108433,0.224777,0.243733,0.239231,0.0498639,-0.26737,0,0.241128,0,0
0.034,-0.0121186,0.449848,0.131619,0.420112,-0.160194,0.798254,-0.0119004,0.487825,1.19723e-18,-0.221254,-0.000285434,0.0953256,0.00515042,1.07933,0.00803642,0.272734,-0.165345,-0.281077,-0.0199368,0.215092,-0.0527182,1.35797,-0.240695,-0.131516,0,0.256179,0,0
0.036,0.264013,-0.132147,0.244827,0.445426,0.203369,-0.295803,0.412137,0.420016,1.15008e-18,-0.222024,-0.000281402,0.0952287,0.00448271,1.10825,-0.00582439,0.273096,0.198886,-1.40406,0.417961,0.14692,-0.175342,1.63249,0.0661963,-0.181418,0,0.271225,0,0
0.038,0.0933695,0.042864,-0.161044,0.44157,0.512371,-0.485739,-0.074454,0.394045,1.09401e-18,-0.22294,-0.000277598,0.0949797,-0.00173652,1.12407,-0.00429264,0.274863,0.514108,-1.60981,-0.0701613,0.119182,0.650224,1.18128,0.242432,-0.272436,0,0.286268,0,0
0.04,-0.357483,0.781532,0.0644791,0.407156,-0.702839,0.000793355,-0.0857836,0.424374,-6.50028e-19,-0.223092,-0.000277597,0.0948276,0.0013447,1.07783,-0.00283905,0.276272,-0.704184,-1.07704,-0.0829446,0.148102,-0.0343267,0.130244,-0.0551863,-0.234879,0,0.301307,0,0
0.042,0.231851,-0.0977855,0.179575,0.422738,0.223238,0.69781,0.0644773,0.441294,2.40907e-19,-0.222707,-0.00027961,0.094876,0.00160474,0.889315,0.00452078,0.275732,0.221633,-0.191505,0.0599565,0.165562,-0.051033,1.97632,-0.270657,-0.198945,0,0.316342,0,0
0.044,0.306794,-0.25575,0.106802,0.439213,0.0492346,-0.685484,0.27308,0.474023,2.4983e-19,-0.222561,-0.000279387,0.0950281,0.00130693,0.791702,-0.00851502,0.273469,0.0479277,-1.47719,0.281595,0.200554,-0.566747,1.58408,0.0358272,-0.134154,0,0.331372,0,0
0.046,-0.238689,-0.0103478,0.0308832,0.324078,0.306794,-0.505824,0.0315421,0.353841,2.40515e-19,-0.222714,-0.000279386,0.094876,0.00116842,0.705944,-0.00604833,0.273304,0.305625,-1.21177,0.0375905,0.0805371,0.523942,1.11471,0.0420785,-0.0746567,0,0.346397,0,0
0.048,0.0682146,0.221893,0.0212815,0.425708,-0.238689,-0.356594,0.0308836,0.358319,2.4983e-19,-0.222561,-0.000279387,0.0950281,0.00107951,0.633968,-0.00421679,0.270903,-0.239769,-0.990562,0.0351004,0.0874161,-0.0900434,0.536312,0.0649459,-0.21454,0,0.361418,0,0
0.05,0.0248926,-0.447496,0.20924,0.439324,0.0682146,0.0782863,0.0212781,0.425653,1.15463e-18,-0.22195,-0.000283187,0.0949729,0.00112061,0.110929,-0.00275017,0.27004,0.0670939,-0.0326425,0.0240283,0.155613,-0.00331721,1.29344,-0.308036,-0.243498,0,0.376433,0,0
0.052,0.0895926,-0.566568,0.213281,0.414506,0.0248926,-1.09566,0.302747,0.490561,1.14037e-18,-0.222183,-0.000281174,0.0950766,0.000903383,0.416427,-0.00790648,0.267562,0.0239892,-1.51209,0.310653,0.222999,-0.133152,1.6296,-0.139421,-0.0965505,0,0.391443,0,0
