0.002,-0.107866,-14.1333,-0.0630611,-0.993914,-0.154985,-13.2666,0.0414982,-0.962465,-1.05442e-16,-10.7877,0.0626804,-0.241542,-0.000976426,-11.3445,-0.184824,-0.396867,-0.154009,-1.92212,0.226322,-0.565599
0.004,0.309455,-14.1051,0.0764857,-1.02874,0.107622,-14.4048,0.0302656,-1.028,-1.05442e-16,-10.7877,0.0625014,-0.241542,-0.00611666,-11.3326,-0.198247,-0.396706,0.113739,-3.07227,0.228512,-0.631298
0.006,-0.36267,-13.6239,-0.126618,-1.00966,-0.0886495,-14.0237,-0.185604,-1.02874,-1.05442e-16,-10.7877,0.0626804,-0.241542,-0.00194275,-11.3243,-0.182872,-0.396969,-0.0867068,-2.69935,-0.00273159,-0.631769
0.008,-0.202102,-14.0189,0.019451,-1.03867,-0.180053,-13.5153,0.117408,-1.00967,-1.05442e-16,-10.7877,0.0626804,-0.241542,-0.00120815,-11.3182,-0.183683,-0.397127,-0.178845,-2.19706,0.30109,-0.612539
0.01,-0.38699,-13.7686,0.0404386,-1.10671,-0.633077,-14.4262,-0.149311,-1.14069,-1.05447e-16,-10.7877,0.0626825,-0.241295,0.00343525,-10.8846,-0.184489,-0.395304,-0.636513,-3.54156,0.0351786,-0.745384
0.012,0.283595,-13.7963,-0.148697,-1.00742,0.409218,-13.3069,0.115788,-0.98745,-1.0544e-16,-10.7876,0.062771,-0.241343,-0.00387645,-11.1938,-0.179326,-0.395282,0.413095,-2.11304,0.295113,-0.592168
0.014,-0.206703,-14.0914,-0.0521147,-0.987421,-0.0816385,-13.9593,-0.148696,-0.990528,-1.05449e-16,-10.7878,0.062771,-0.241494,-9.99922e-06,-11.2219,-0.180878,-0.39684,-0.0816285,-2.73737,0.0321825,-0.593688
0.016,-0.445144,-14.555,-0.0807485,-1.08056,-0.422191,-14.0913,-0.0522046,-1.02156,-1.05442e-16,-10.7877,0.0626804,-0.241542,9.83587e-05,-11.4843,-0.188263,-0.39717,-0.42229,-2.60707,0.136059,-0.624389
0.018,0.38718,-13.6086,0.0765359,-1.07434,-0.0470395,-14.6636,0.0126685,-1.13149,5.58229e-18,-10.7876,0.062592,-0.241343,-0.000418323,-11.1928,-0.194429,-0.395451,-0.0466212,-3.47081,0.207097,-0.736039
0.02,-0.161259,-14.0619,0.111353,-1.01496,0.204563,-13.3098,0.188196,-1.04031,-1.05433e-16,-10.7875,0.0625014,-0.241391,-0.00111185,-11.4623,-0.199027,-0.395201,0.205675,-1.84751,0.387223,-0.645105
