0.002,0.146159,-14.1468,0.0039622,-0.944595,0.146159,-14.1468,0.0039622,-0.944595,4.18505e-18,-10.8104,0.0746379,-0.249948,-0.000879239,-11.3138,-0.176039,-0.405124,0.147038,-2.83299,0.180001,-0.539471
0.004,-0.0364581,-14.1467,0.00396113,-0.99558,-0.0364581,-14.1467,0.00396113,-0.99558,-5.13169e-17,-10.8103,0.0746375,-0.249798,-0.00148692,-11.3164,-0.176496,-0.403662,-0.0349712,-2.8303,0.180458,-0.591919
0.006,-0.0364583,-14.1468,0.00396083,-0.910513,-0.0364583,-14.1468,0.00396083,-0.910513,4.18505e-18,-10.8104,0.0746379,-0.249948,-0.00176345,-11.319,-0.176497,-0.404999,-0.0346948,-2.82778,0.180458,-0.505514
0.008,0.179029,-14.1468,0.00396015,-0.944605,0.179029,-14.1468,0.00396015,-0.944605,4.18505e-18,-10.8104,0.0746379,-0.249948,-0.00614665,-11.3208,-0.176844,-0.405088,0.185176,-2.82602,0.180804,-0.539516
0.01,-0.434563,-14.0382,0.0974643,-0.99574,-0.434563,-14.0382,0.0974643,-0.99574,4.18505e-18,-10.8104,0.0746379,-0.249948,0.00201413,-11.3223,-0.176335,-0.405191,-0.436577,-2.71595,0.2738,-0.590549
0.012,-0.0693298,-14.2283,-0.071301,-0.910522,-0.0693298,-14.2283,-0.071301,-0.910522,4.18505e-18,-10.8104,0.0746379,-0.249948,0.00310944,-11.3233,-0.176021,-0.405235,-0.0724393,-2.90496,0.10472,-0.505287
0.014,-0.284818,-14.1468,0.00395833,-0.944614,-0.284818,-14.1468,0.00395833,-0.944614,4.18505e-18,-10.8104,0.0746379,-0.249948,0.00369231,-11.3241,-0.17584,-0.405238,-0.28851,-2.82278,0.179798,-0.539376
0.016,0.328774,-14.0381,0.0973714,-0.995797,0.328774,-14.0381,0.0973714,-0.995797,4.1924e-18,-10.8103,0.0745468,-0.249996,-0.000780312,-11.5613,-0.182311,-0.405233,0.329554,-2.47684,0.279682,-0.590565
0.018,-0.251948,-14.2283,-0.0713028,-0.910532,-0.251948,-14.2283,-0.0713028,-0.910532,4.18505e-18,-10.8104,0.0746379,-0.249948,0.00308907,-11.2604,-0.17444,-0.405158,-0.255037,-2.9679,0.103137,-0.505374
0.02,-0.0693313,-14.0381,-0.0894598,-0.995804,-0.0693313,-14.0381,-0.0894598,-0.995804,4.19266e-18,-10.8103,0.0747265,-0.249997,0.00394309,-11.519,-0.168284,-0.40548,-0.0732744,-2.51911,0.0788245,-0.590324
0.022,0.146156,-14.2282,0.0792152,-1.01265,0.146156,-14.2282,0.0792152,-1.01265,-5.13169e-17,-10.8103,0.0746375,-0.249798,-0.000555338,-11.226,-0.176979,-0.403705,0.146711,-3.00219,0.256194,-0.608948
0.024,-0.251949,-14.1469,0.0039549,-0.927585,-0.251949,-14.1469,0.0039549,-0.927585,4.18505e-18,-10.8104,0.0746379,-0.249948,0.0029594,-11.2522,-0.176635,-0.404894,-0.254908,-2.89471,0.18059,-0.522691
0.026,-0.0693322,-14.1467,0.00395383,-0.961526,-0.0693322,-14.1467,0.00395383,-0.961526,-5.13169e-17,-10.8103,0.0746375,-0.249798,0.00301519,-11.2708,-0.176711,-0.403399,-0.0723474,-2.87592,0.180665,-0.558127
0.028,-0.0693326,-14.0383,0.0974584,-0.910547,-0.0693326,-14.0383,0.0974584,-0.910547,4.18505e-18,-10.8104,0.0746379,-0.249948,0.00299381,-11.2854,-0.176459,-0.404721,-0.0723264,-2.75289,0.273918,-0.505827
0.03,-0.0693329,-14.2283,-0.0713069,-0.944639,-0.0693329,-14.2283,-0.0713069,-0.944639,4.18505e-18,-10.8104,0.0746379,-0.249948,0.00284817,-11.296,-0.176307,-0.40484,-0.0721811,-2.93231,0.105,-0.539799
0.032,-0.0693333,-14.2556,-0.0894613,-0.944594,-0.0693333,-14.2556,-0.0894613,-0.944594,-5.13334e-17,-10.8106,0.074729,-0.249901,0.00299336,-11.0702,-0.170027,-0.404852,-0.0723267,-3.18536,0.0805653,-0.539742
0.034,-0.0693337,-14.1742,-0.0142022,-0.944597,-0.0693337,-14.1742,-0.0142022,-0.944597,-5.13334e-17,-10.8106,0.074729,-0.249901,0.00295247,-11.1333,-0.171487,-0.404874,-0.0722861,-3.04086,0.157285,-0.539723
0.036,0.146154,-14.174,-0.0142035,-0.995582,0.146154,-14.174,-0.0142035,-0.995582,-1.06835e-16,-10.8104,0.0747286,-0.24975,-0.00159859,-11.1814,-0.173243,-0.403321,0.147752,-2.99262,0.159039,-0.592262
0.038,-0.0364632,-14.0653,0.0792092,-0.961545,-0.0364632,-14.0653,0.0792092,-0.961545,-5.13169e-17,-10.8103,0.0746375,-0.249798,-0.00286205,-11.4616,-0.180691,-0.403134,-0.0336012,-2.60367,0.2599,-0.55841
0.04,-0.0364634,-14.1469,0.00394898,-0.910566,-0.0364634,-14.1469,0.00394898,-0.910566,4.18505e-18,-10.8104,0.0746379,-0.249948,-0.00351364,-11.4266,-0.179765,-0.404559,-0.0329497,-2.72034,0.183714,-0.506007
0.042,-0.0364636,-14.0382,-0.089468,-0.944706,-0.0364636,-14.0382,-0.089468,-0.944706,4.19266e-18,-10.8103,0.0747265,-0.249997,-0.00330082,-11.6261,-0.172607,-0.405119,-0.0331627,-2.41214,0.0831394,-0.539587
0.044,-0.0364637,-14.2284,0.0792074,-0.944661,-0.0364637,-14.2284,0.0792074,-0.944661,4.18505e-18,-10.8104,0.0746379,-0.249948,-0.00358126,-11.3164,-0.179876,-0.405061,-0.0328825,-2.91198,0.259083,-0.539599
0.046,-0.467439,-14.0383,0.0974515,-0.893531,-0.467439,-14.0383,0.0974515,-0.893531,4.18505e-18,-10.8104,0.0746379,-0.249948,0.00502885,-11.3191,-0.178445,-0.40509,-0.472468,-2.71927,0.275896,-0.488441
0.048,0.328769,-14.1198,0.0221911,-0.927622,0.328769,-14.1198,0.0221911,-0.927622,4.18505e-18,-10.8104,0.0746379,-0.249948,-0.00233546,-11.3208,-0.178185,-0.405032,0.331104,-2.79902,0.200376,-0.522591
0.05,-0.251952,-14.2284,-0.0713142,-0.978758,-0.251952,-14.2284,-0.0713142,-0.978758,4.18505e-18,-10.8104,0.0746379,-0.249948,0.00135785,-11.3221,-0.177608,-0.405005,-0.25331,-2.90627,0.106294,-0.573753
0.052,-0.069336,-14.0381,0.0973584,-0.995702,-0.069336,-14.0381,0.0973584,-0.995702,-5.13095e-17,-10.8102,0.0745464,-0.249845,0.00119826,-11.5592,-0.183707,-0.403499,-0.0705343,-2.4789,0.281065,-0.592203
0.054,0.146151,-14.2284,-0.0713153,-0.910587,0.146151,-14.2284,-0.0713153,-0.910587,4.18505e-18,-10.8104,0.0746379,-0.249948,-0.00283534,-11.2588,-0.175963,-0.4047,0.148987,-2.96966,0.104648,-0.505887
0.056,-0.251953,-14.2555,-0.0894701,-0.995613,-0.251953,-14.2555,-0.0894701,-0.995613,-1.06835e-16,-10.8104,0.0747286,-0.24975,0.00130442,-11.0462,-0.170031,-0.403228,-0.253258,-3.20933,0.0805606,-0.592385
0.058,0.146151,-14.1741,-0.0142111,-0.961528,0.146151,-14.1741,-0.0142111,-0.961528,-1.06835e-16,-10.8104,0.0747286,-0.24975,-0.00244894,-11.1138,-0.172061,-0.40305,0.1486,-3.06031,0.15785,-0.558478
0.06,-0.0364661,-14.0654,0.0792017,-0.961579,-0.0364661,-14.0654,0.0792017,-0.961579,-5.13169e-17,-10.8103,0.0746375,-0.249798,-0.00314109,-11.4096,-0.179711,-0.403035,-0.033325,-2.65574,0.258913,-0.558543
0.062,0.179021,-14.0384,-0.0895634,-0.961733,0.179021,-14.0384,-0.0895634,-0.961733,4.18505e-18,-10.8104,0.0746379,-0.249948,-0.00773549,-11.3878,-0.179302,-0.404541,0.186757,-2.65056,0.0897386,-0.557191
0.064,-0.219083,-14.1198,0.172705,-0.910603,-0.219083,-14.1198,0.172705,-0.910603,4.18505e-18,-10.8104,0.0746379,-0.249948,-0.00405103,-11.3716,-0.178583,-0.404827,-0.215032,-2.7482,0.351289,-0.505776
0.066,-0.0364665,-14.1199,0.0221849,-0.944695,-0.0364665,-14.1199,0.0221849,-0.944695,4.18505e-18,-10.8104,0.0746379,-0.249948,-0.0035472,-11.3597,-0.178052,-0.404999,-0.0329193,-2.76016,0.200237,-0.539696
0.068,-0.0364667,-14.337,0.0222752,-0.995632,-0.0364667,-14.337,0.0222752,-0.995632,-1.06835e-16,-10.8104,0.0747286,-0.24975,-0.00278381,-11.1112,-0.171751,-0.40352,-0.0336829,-3.22587,0.194026,-0.592111
0.07,-0.251955,-14.0656,-0.0713208,-0.910612,-0.251955,-14.0656,-0.0713208,-0.910612,4.18505e-18,-10.8104,0.0746379,-0.249948,0.00184057,-11.4086,-0.178684,-0.404962,-0.253795,-2.65698,0.107363,-0.50565
0.072,-0.0693382,-14.147,0.00393848,-0.995837,-0.0693382,-14.147,0.00393848,-0.995837,4.18505e-18,-10.8104,0.0746379,-0.249948,0.00273232,-11.3871,-0.177793,-0.405125,-0.0720706,-2.75992,0.181731,-0.590712
0.074,-0.0693386,-14.147,0.0039378,-0.961751,-0.0693386,-14.147,0.0039378,-0.961751,4.18505e-18,-10.8104,0.0746379,-0.249948,0.00320393,-11.3712,-0.17718,-0.40521,-0.0725425,-2.77585,0.181118,-0.556541
